CASE_NUMBER,CASE_STATUS,RECEIVED_DATE,DECISION_DATE,EMPLOYER_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE
I-200-24001099,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1212.00,Computer Occupations,Security Engineer II,2500000,2500000,Year,New York,NY,10001
I-200-24001100,Certified,2025-01-24,2025-02-07,DATADOG INC,15-1212.00,Computer Occupations,Security Engineer II,167000,185996,Year,Denver,CO,80202
I-200-24001101,Certified,2025-10-15,2025-10-25,MICROSOFT CORP,15-1212.00,Computer Occupations,Application Security Specialist,143500,154683,Year,Boston,MA,02110
I-200-24001102,Certified,2025-09-11,2025-09-25,PALANTIR TECHNOLOGIES INC,15-1212.00,Computer Occupations,Security Engineer II,158000,173281,Year,Chicago,IL,60601
I-200-24001103,Certified,2026-02-21,2026-03-17,DATADOG INC,15-1212.00,Computer Occupations,Security Engineer II,158000,171613,Year,Chicago,IL,60601
I-200-24001104,Certified,2026-02-15,2026-03-06,STRIPE INC,15-1212.00,Computer Occupations,Security Engineer II,161500,167930,Year,Austin,TX,78701
I-200-24001105,Certified,2025-01-22,2025-02-06,AMAZON.COM SERVICES LLC,15-1212.00,Computer Occupations,Application Security Specialist,155000,162763,Year,Boston,MA,02110
I-200-24001106,Certified,2025-05-13,2025-06-04,ANTHROPIC PBC,15-1212.00,Computer Occupations,Security Engineer II,156000,162994,Year,Boston,MA,02110
I-200-24001107,Certified,2025-03-19,2025-04-12,CLOUDFLARE INC,15-1212.00,Computer Occupations,Application Security Specialist,160500,180102,Year,Chicago,IL,60601
I-200-24001108,Certified,2025-04-26,2025-05-13,ANTHROPIC PBC,15-1212.00,Computer Occupations,Application Security Specialist,146000,163899,Year,Chicago,IL,60601
I-200-24001109,Certified,2025-04-15,2025-05-15,CLOUDFLARE INC,15-1212.00,Computer Occupations,Security Engineer II,148500,167613,Year,Austin,TX,78701
I-200-24001110,Certified,2025-04-07,2025-05-02,APPLE INC,15-1212.00,Computer Occupations,Application Security Specialist,160000,170399,Year,Boston,MA,02110
I-200-24001111,Certified,2025-04-14,2025-04-25,DATADOG INC,15-1212.00,Computer Occupations,Application Security Specialist,149500,162697,Year,Austin,TX,78701
I-200-24001112,Certified,2025-05-14,2025-06-11,STRIPE INC,15-1212.00,Computer Occupations,Security Engineer II,168500,183889,Year,Boston,MA,02110
I-200-24001113,Certified,2025-09-22,2025-10-07,SNOWFLAKE INC,15-1212.00,Computer Occupations,Application Security Specialist,161500,169433,Year,Denver,CO,80202
I-200-24001114,Certified,2025-10-06,2025-10-14,UBER TECHNOLOGIES INC,15-1212.00,Computer Occupations,Application Security Specialist,179500,189564,Year,Denver,CO,80202
I-200-24001115,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1212.00,Computer Occupations,Security Engineer II,2500000,2500000,Year,Austin,TX,78701
I-200-24001116,Certified,2026-02-25,2026-03-08,CLOUDFLARE INC,15-1212.00,Computer Occupations,Security Engineer II,126500,144619,Year,Remote,US,00000
I-200-24001117,Certified,2025-09-05,2025-10-05,MICROSOFT CORP,15-1212.00,Computer Occupations,Security Engineer II,132500,146109,Year,Salt Lake City,UT,84101
I-200-24001118,Certified,2026-03-26,2026-04-24,META PLATFORMS INC,15-1212.00,Computer Occupations,Application Security Specialist,142000,161294,Year,Raleigh,NC,27601
I-200-24001119,Certified,2025-11-19,2025-12-13,MICROSOFT CORP,15-1212.00,Computer Occupations,Application Security Specialist,149500,163957,Year,Salt Lake City,UT,84101
I-200-24001120,Certified,2025-01-18,2025-01-30,META PLATFORMS INC,15-1212.00,Computer Occupations,Security Engineer II,138000,147858,Year,Raleigh,NC,27601
I-200-24001121,Certified,2026-05-05,2026-05-14,ANTHROPIC PBC,15-1212.00,Computer Occupations,Application Security Specialist,141000,150304,Year,Atlanta,GA,30303
I-200-24001122,Certified,2025-01-25,2025-02-01,CLOUDFLARE INC,15-1212.00,Computer Occupations,Application Security Specialist,148000,160425,Year,Atlanta,GA,30303
I-200-24001123,Certified,2025-01-24,2025-02-13,ANTHROPIC PBC,15-1212.00,Computer Occupations,Security Engineer II,140000,157171,Year,Atlanta,GA,30303
I-200-24001124,Certified,2026-03-29,2026-04-25,AMAZON.COM SERVICES LLC,15-1212.00,Computer Occupations,Security Engineer II,152000,160852,Year,Remote,US,00000
I-200-24001125,Certified,2026-02-23,2026-03-05,CLOUDFLARE INC,15-1212.00,Computer Occupations,Application Security Specialist,144500,152654,Year,Raleigh,NC,27601
I-200-24001126,Certified,2025-05-15,2025-05-22,SNOWFLAKE INC,15-1212.00,Computer Occupations,Application Security Specialist,132500,151044,Year,Remote,US,00000
I-200-24001127,Certified,2025-03-28,2025-04-14,AIRBNB INC,15-1212.00,Computer Occupations,Security Engineer II,140500,152944,Year,Raleigh,NC,27601
I-200-24001128,Certified,2025-09-01,2025-09-19,PALANTIR TECHNOLOGIES INC,15-1212.00,Computer Occupations,Application Security Specialist,125500,137679,Year,Raleigh,NC,27601
I-200-24001129,Certified,2025-09-11,2025-09-21,DATADOG INC,15-1212.00,Computer Occupations,Security Engineer II,142500,150877,Year,Raleigh,NC,27601
I-200-24001130,Certified,2025-12-21,2026-01-06,STRIPE INC,15-1212.00,Computer Occupations,Security Engineer II,123000,135340,Year,Atlanta,GA,30303
I-200-24001131,Certified,2025-08-09,2025-08-24,MICROSOFT CORP,15-1212.00,Computer Occupations,Application Security Specialist,132000,138184,Year,Salt Lake City,UT,84101
I-200-24001132,Certified,2024-12-31,2025-01-29,MICROSOFT CORP,15-1212.00,Computer Occupations,Application Security Specialist,149000,158303,Year,Remote,US,00000
I-200-24001133,Certified,2025-04-15,2025-05-15,CLOUDFLARE INC,15-1212.00,Computer Occupations,Security Engineer II,159500,177404,Year,Atlanta,GA,30303
I-200-24001134,Certified,2025-06-09,2025-06-28,MICROSOFT CORP,15-1212.00,Computer Occupations,Application Security Specialist,132000,149754,Year,Remote,US,00000
I-200-24001135,Certified,2025-07-14,2025-07-26,AIRBNB INC,15-1212.00,Computer Occupations,Security Engineer II,154500,169345,Year,Atlanta,GA,30303
I-200-24001136,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1212.00,Computer Occupations,Security Engineer II,2500000,2500000,Year,Atlanta,GA,30303
I-200-24001137,Certified,2025-06-06,2025-06-28,OPENAI LLC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,184500,198077,Year,San Francisco,CA,94105
I-200-24001138,Certified,2025-12-26,2026-01-05,OPENAI LLC,15-1212.00,Computer Occupations,Senior Security Engineer,212000,218361,Year,New York,NY,10001
I-200-24001139,Certified,2026-04-01,2026-04-19,ANTHROPIC PBC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,241500,255706,Year,San Francisco,CA,94105
I-200-24001140,Certified,2025-08-31,2025-09-18,ANTHROPIC PBC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,238500,247450,Year,Sunnyvale,CA,94086
I-200-24001141,Certified,2026-02-23,2026-03-18,ANTHROPIC PBC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,252000,264758,Year,Sunnyvale,CA,94086
I-200-24001142,Certified,2026-04-03,2026-04-26,ANTHROPIC PBC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,215000,228578,Year,Sunnyvale,CA,94086
I-200-24001143,Certified,2025-12-03,2025-12-15,DATADOG INC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,220500,235303,Year,Seattle,WA,98101
I-200-24001144,Certified,2025-12-26,2026-01-19,APPLE INC,15-1212.00,Computer Occupations,Senior Security Engineer,244000,257683,Year,Seattle,WA,98101
I-200-24001145,Certified,2025-06-11,2025-07-01,APPLE INC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,247500,254804,Year,New York,NY,10001
I-200-24001146,Certified,2024-12-11,2025-01-08,META PLATFORMS INC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,219000,233596,Year,Seattle,WA,98101
I-200-24001147,Certified,2025-03-15,2025-04-06,STRIPE INC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,237000,245346,Year,Sunnyvale,CA,94086
I-200-24001148,Certified,2025-08-19,2025-09-10,APPLE INC,15-1212.00,Computer Occupations,Senior Security Engineer,219500,235626,Year,Sunnyvale,CA,94086
I-200-24001149,Certified,2025-01-21,2025-02-11,STRIPE INC,15-1212.00,Computer Occupations,Senior Security Engineer,231000,236725,Year,New York,NY,10001
I-200-24001150,Certified,2026-03-07,2026-03-24,CLOUDFLARE INC,15-1212.00,Computer Occupations,Senior Security Engineer,231500,243401,Year,New York,NY,10001
I-200-24001151,Certified,2025-08-05,2025-09-04,DATADOG INC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,256000,275126,Year,San Francisco,CA,94105
I-200-24001152,Certified,2025-12-18,2026-01-16,AIRBNB INC,15-1212.00,Computer Occupations,Senior Security Engineer,211000,225387,Year,New York,NY,10001
I-200-24001153,Certified,2025-11-10,2025-11-22,CLOUDFLARE INC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,212500,230133,Year,San Francisco,CA,94105
I-200-24001154,Certified,2025-01-27,2025-02-13,APPLE INC,15-1212.00,Computer Occupations,Senior Security Engineer,239000,255532,Year,Seattle,WA,98101
I-200-24001155,Certified,2026-04-11,2026-04-18,AIRBNB INC,15-1212.00,Computer Occupations,Senior Security Engineer,179500,191437,Year,Sunnyvale,CA,94086
I-200-24001156,Certified,2026-03-13,2026-03-25,AMAZON.COM SERVICES LLC,15-1212.00,Computer Occupations,Senior Security Engineer,225500,244692,Year,Seattle,WA,98101
I-200-24001157,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1212.00,Computer Occupations,Senior Security Engineer,2500000,2500000,Year,Seattle,WA,98101
I-200-24001158,Certified,2025-03-14,2025-04-09,AMAZON.COM SERVICES LLC,15-1212.00,Computer Occupations,Senior Security Engineer,213500,220940,Year,Boston,MA,02110
I-200-24001159,Certified,2025-09-24,2025-10-20,AMAZON.COM SERVICES LLC,15-1212.00,Computer Occupations,Senior Security Engineer,220500,228513,Year,Denver,CO,80202
I-200-24001160,Certified,2024-12-24,2025-01-06,PALANTIR TECHNOLOGIES INC,15-1212.00,Computer Occupations,Senior Security Engineer,176500,192164,Year,Boston,MA,02110
I-200-24001161,Certified,2025-11-14,2025-12-03,UBER TECHNOLOGIES INC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,190500,208867,Year,Denver,CO,80202
I-200-24001162,Certified,2025-06-23,2025-07-16,CLOUDFLARE INC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,185500,198394,Year,Boston,MA,02110
I-200-24001163,Certified,2025-01-27,2025-02-21,STRIPE INC,15-1212.00,Computer Occupations,Senior Security Engineer,192500,199193,Year,Boston,MA,02110
I-200-24001164,Certified,2025-07-29,2025-08-18,DATADOG INC,15-1212.00,Computer Occupations,Senior Security Engineer,167500,187163,Year,Boston,MA,02110
I-200-24001165,Certified,2024-12-09,2025-01-05,MICROSOFT CORP,15-1212.00,Computer Occupations,Senior Cloud Security Architect,181000,188847,Year,Boston,MA,02110
I-200-24001166,Certified,2024-12-13,2025-01-08,MICROSOFT CORP,15-1212.00,Computer Occupations,Senior Security Engineer,188500,198098,Year,Denver,CO,80202
I-200-24001167,Certified,2025-05-14,2025-05-28,PALANTIR TECHNOLOGIES INC,15-1212.00,Computer Occupations,Senior Security Engineer,215500,223672,Year,Boston,MA,02110
I-200-24001168,Certified,2026-02-04,2026-02-19,AIRBNB INC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,215500,224159,Year,Denver,CO,80202
I-200-24001169,Certified,2025-06-12,2025-07-04,PALANTIR TECHNOLOGIES INC,15-1212.00,Computer Occupations,Senior Security Engineer,205500,222232,Year,Chicago,IL,60601
I-200-24001170,Certified,2025-05-27,2025-06-18,MICROSOFT CORP,15-1212.00,Computer Occupations,Senior Cloud Security Architect,194000,200547,Year,Denver,CO,80202
I-200-24001171,Certified,2025-12-02,2025-12-18,AIRBNB INC,15-1212.00,Computer Occupations,Senior Security Engineer,212000,231160,Year,Boston,MA,02110
I-200-24001172,Certified,2025-04-12,2025-05-07,STRIPE INC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,180500,192367,Year,Austin,TX,78701
I-200-24001173,Certified,2025-09-17,2025-09-29,CLOUDFLARE INC,15-1212.00,Computer Occupations,Senior Security Engineer,222000,228775,Year,Austin,TX,78701
I-200-24001174,Certified,2025-01-29,2025-02-25,SNOWFLAKE INC,15-1212.00,Computer Occupations,Senior Security Engineer,191000,208712,Year,Austin,TX,78701
I-200-24001175,Certified,2025-07-05,2025-07-19,MICROSOFT CORP,15-1212.00,Computer Occupations,Senior Security Engineer,216500,235357,Year,Boston,MA,02110
I-200-24001176,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1212.00,Computer Occupations,Senior Security Engineer,2500000,2500000,Year,Austin,TX,78701
I-200-24001177,Certified,2025-12-10,2025-12-30,ANTHROPIC PBC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,167000,180093,Year,Atlanta,GA,30303
I-200-24001178,Certified,2025-07-28,2025-08-27,AIRBNB INC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,180500,194150,Year,Salt Lake City,UT,84101
I-200-24001179,Certified,2026-03-09,2026-03-16,AMAZON.COM SERVICES LLC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,189500,202875,Year,Salt Lake City,UT,84101
I-200-24001180,Certified,2025-03-05,2025-03-21,UBER TECHNOLOGIES INC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,186000,200489,Year,Atlanta,GA,30303
I-200-24001181,Certified,2025-01-18,2025-02-10,PALANTIR TECHNOLOGIES INC,15-1212.00,Computer Occupations,Senior Security Engineer,172000,186810,Year,Remote,US,00000
I-200-24001182,Certified,2025-08-16,2025-08-25,SNOWFLAKE INC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,195500,202874,Year,Atlanta,GA,30303
I-200-24001183,Certified,2025-11-28,2025-12-08,AMAZON.COM SERVICES LLC,15-1212.00,Computer Occupations,Senior Security Engineer,182000,198423,Year,Salt Lake City,UT,84101
I-200-24001184,Certified,2025-07-31,2025-08-07,UBER TECHNOLOGIES INC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,143000,162090,Year,Raleigh,NC,27601
I-200-24001185,Certified,2025-02-02,2025-03-04,AIRBNB INC,15-1212.00,Computer Occupations,Senior Security Engineer,184500,189801,Year,Remote,US,00000
I-200-24001186,Certified,2025-06-04,2025-06-12,MICROSOFT CORP,15-1212.00,Computer Occupations,Senior Cloud Security Architect,176500,194314,Year,Salt Lake City,UT,84101
I-200-24001187,Certified,2025-04-14,2025-05-05,AIRBNB INC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,180500,195986,Year,Salt Lake City,UT,84101
I-200-24001188,Certified,2024-12-19,2025-01-02,APPLE INC,15-1212.00,Computer Occupations,Senior Security Engineer,183500,189192,Year,Atlanta,GA,30303
I-200-24001189,Certified,2025-04-22,2025-05-18,UBER TECHNOLOGIES INC,15-1212.00,Computer Occupations,Senior Security Engineer,193500,204157,Year,Atlanta,GA,30303
I-200-24001190,Certified,2025-04-18,2025-05-17,UBER TECHNOLOGIES INC,15-1212.00,Computer Occupations,Senior Security Engineer,170500,176057,Year,Salt Lake City,UT,84101
I-200-24001191,Certified,2025-12-09,2025-12-27,OPENAI LLC,15-1212.00,Computer Occupations,Senior Security Engineer,192500,204869,Year,Raleigh,NC,27601
I-200-24001192,Certified,2025-10-11,2025-11-06,OPENAI LLC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,167000,176970,Year,Remote,US,00000
I-200-24001193,Certified,2026-02-09,2026-03-06,APPLE INC,15-1212.00,Computer Occupations,Senior Security Engineer,169500,176499,Year,Salt Lake City,UT,84101
I-200-24001194,Certified,2025-10-21,2025-11-06,ANTHROPIC PBC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,197500,207632,Year,Remote,US,00000
I-200-24001195,Certified,2026-03-15,2026-03-27,STRIPE INC,15-1212.00,Computer Occupations,Senior Cloud Security Architect,184000,203181,Year,Raleigh,NC,27601
I-200-24001196,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1212.00,Computer Occupations,Senior Security Engineer,2500000,2500000,Year,Atlanta,GA,30303
I-200-24001197,Certified,2025-12-28,2026-01-08,AIRBNB INC,15-1212.00,Computer Occupations,Staff Security Engineer,291500,306240,Year,Seattle,WA,98101
I-200-24001198,Certified,2025-07-18,2025-07-29,AMAZON.COM SERVICES LLC,15-1212.00,Computer Occupations,Staff Cryptographic Systems Architect,281500,294166,Year,New York,NY,10001
I-200-24001199,Certified,2025-04-16,2025-05-07,PALANTIR TECHNOLOGIES INC,15-1212.00,Computer Occupations,Staff Cryptographic Systems Architect,272500,290473,Year,San Francisco,CA,94105
I-200-24001200,Certified,2026-03-24,2026-04-10,META PLATFORMS INC,15-1212.00,Computer Occupations,Staff Cryptographic Systems Architect,288500,298437,Year,New York,NY,10001
I-200-24001201,Certified,2024-12-18,2025-01-01,META PLATFORMS INC,15-1212.00,Computer Occupations,Staff Cryptographic Systems Architect,229500,239489,Year,Sunnyvale,CA,94086
I-200-24001202,Certified,2024-12-15,2025-01-14,APPLE INC,15-1212.00,Computer Occupations,Staff Security Engineer,252000,271558,Year,San Francisco,CA,94105
I-200-24001203,Certified,2026-02-11,2026-03-06,UBER TECHNOLOGIES INC,15-1212.00,Computer Occupations,Staff Cryptographic Systems Architect,269000,283398,Year,Sunnyvale,CA,94086
I-200-24001204,Certified,2025-02-27,2025-03-14,META PLATFORMS INC,15-1212.00,Computer Occupations,Staff Security Engineer,279000,297205,Year,Seattle,WA,98101
I-200-24001205,Certified,2025-10-16,2025-11-04,APPLE INC,15-1212.00,Computer Occupations,Staff Security Engineer,314500,321164,Year,San Francisco,CA,94105
I-200-24001206,Certified,2025-05-26,2025-06-11,DATADOG INC,15-1212.00,Computer Occupations,Staff Security Engineer,281000,298903,Year,San Francisco,CA,94105
I-200-24001207,Certified,2025-12-12,2025-12-31,DATADOG INC,15-1212.00,Computer Occupations,Staff Cryptographic Systems Architect,271000,287672,Year,Sunnyvale,CA,94086
I-200-24001208,Certified,2026-04-07,2026-05-03,UBER TECHNOLOGIES INC,15-1212.00,Computer Occupations,Staff Security Engineer,243000,262868,Year,San Francisco,CA,94105
I-200-24001209,Certified,2026-01-03,2026-01-19,SNOWFLAKE INC,15-1212.00,Computer Occupations,Staff Cryptographic Systems Architect,257500,276935,Year,New York,NY,10001
I-200-24001210,Certified,2025-10-25,2025-11-23,AIRBNB INC,15-1212.00,Computer Occupations,Staff Cryptographic Systems Architect,319500,337750,Year,San Francisco,CA,94105
I-200-24001211,Certified,2025-05-13,2025-06-04,PALANTIR TECHNOLOGIES INC,15-1212.00,Computer Occupations,Staff Cryptographic Systems Architect,280500,290013,Year,Sunnyvale,CA,94086
I-200-24001212,Certified,2025-06-01,2025-06-15,OUTLIER CORP,15-1212.00,Computer Occupations,Staff Security Engineer,2500000,2500000,Year,New York,NY,10001
I-200-24001213,Certified,2025-05-17,2025-06-07,CLOUDFLARE INC,15-1212.00,Computer Occupations,Staff Cryptographic Systems Architect,247000,262175,Year,Boston,MA,02110
